gem_id,gem_parent_id,concept_set_id,concepts,target,references
common_gen-validation-876,common_gen-validation-876,876,"['ball', 'basketball', 'game', 'pass', 'team']",The basketball team likes to pass ball before every game.,"['The basketball team likes to pass ball before every game.', ""In a game of basketball, a team player has to pass the ball to each other once they've stopped moving."", 'The basketball players on the team pass the ball to each other throughout the game.', 'A game of basketball being two teams as the ball is passed and tosses to and fro.']"
common_gen-validation-877,common_gen-validation-877,877,"['bird', 'dog', 'fence', 'jump', 'mouth']",A dog jumped the fence to catch a bird in its mouth.,"['A dog jumped the fence to catch a bird in its mouth.', 'A big bird stood on the fence. This made the dog nextdoor jump up and down barking and snarling with his small mouth.', 'The dog jumps the fence and catches the bird in his mouth.', 'A hunting dog, with bird in mouth, jumps a fence']"
common_gen-validation-878,common_gen-validation-878,878,"['hand', 'hold', 'knife', 'orange', 'peel']","Steadily holding the knife in hand, Sarah peeled the rind from the orange.","['Steadily holding the knife in hand, Sarah peeled the rind from the orange.', 'The man holds a knife in his hand to peel the orange.', ""The cook's hand shook while holding the knife to peel the orange."", 'A woman is peeling an orange with a knife while holding in its hand']"
common_gen-validation-879,common_gen-validation-879,879,"['background', 'cut', 'knife', 'music', 'pineapple']",A man cuts pineapple using a knife by playing music in the background,"['A man cuts pineapple using a knife by playing music in the background', 'She cut a pineapple with a knife, while music played in the background.', 'I used a knife to cut the pineapple while music played in the background.', 'A pineapple was cut with a knife while music played in the background.', 'A person is cutting a pineapple by using a knife and there is music in the background.']"
common_gen-validation-880,common_gen-validation-880,880,"['close', 'cube', 'eye', 'solve', 'stand']","While you stand, close your eye to solve the cube.","['While you stand, close your eye to solve the cube.', ""A man try's to solve a rubix cube, he eyes it, stands and can not solve it. Shoves it in a drawer and closes it."", 'He decided to stand close to me while he tried to solve the rubix cube with one eye closed.', 'The boy was standing with his eyes closed trying to solve a cube.', ""A girl is solving a rubik's cube while eyes are closed and standing up.""]"
common_gen-validation-881,common_gen-validation-881,881,"['book', 'hold', 'page', 'read', 'turn']","A young girl is holding a book, after she finished reading, she turned the page.","['A young girl is holding a book, after she finished reading, she turned the page.', 'He holds the book and turns the pages when he reads.', 'James holds the book he is reading in his hands, while turning pages.', 'To read a book you need to hold the book and turn a page as you read.', ""A woman holds up a children's book, turns the page, and begins reading from it.""]"
common_gen-validation-882,common_gen-validation-882,882,"['bag', 'box', 'glove', 'hit', 'wear']","The boxer loves to wear his boxing gloves at the gym, he hits the boxing bags to prepare for boxing match.","['The boxer loves to wear his boxing gloves at the gym, he hits the boxing bags to prepare for boxing match.', 'The boy boxes for fun, he wears a glove when he hits the bag.', 'The lady wears the glove. She then had it boxed, placed in a bag and hit the bell for service.', 'A man wears boxing gloves and hits a heavy bag.']"
common_gen-validation-883,common_gen-validation-883,883,"['bag', 'knock', 'punch', 'ride', 'scooter']",I ride on my scooter and out of nowhere a passerby swings a punch that knocks me off and I land on my bag,"['I ride on my scooter and out of nowhere a passerby swings a punch that knocks me off and I land on my bag', 'A boy knocks on door but on the way back he punches a bag and rides away with a scooter.', 'The man knocked on the office door,  punched out of work, grabbed his bag, and rode his scooter  home.', 'The boy rides by on a scooter, punching pedestrians and knocking groceries from their bags.', 'A child rides a scooter past a punching bag and is knocked over.']"
common_gen-validation-884,common_gen-validation-884,884,"['attach', 'box', 'key', 'open', 'use']",The box had a key attached to it for the man to open and use the contents as directed.,"['The box had a key attached to it for the man to open and use the contents as directed.', 'A man uses a key to open a box and attaches a note inside of it.', 'You should use the key to open the mail box and attach it to your key ring.', 'The key that is attached to the box can be used to open it.', 'A person tries to use an attached key to open a geocaching box, but no luck.']"
common_gen-validation-885,common_gen-validation-885,885,"['athlete', 'hurdle', 'leap', 'run', 'track']",The athlete  will run around the track and leap over the hurdle.,"['The athlete  will run around the track and leap over the hurdle.', 'On the track team, athletes will run, leap, and jump over the hurdle.', 'The athlete runs through the track, leaping and hurdling over obstacles.', 'An athlete runs down a track, leaping over hurdles as he goes.']"
common_gen-validation-886,common_gen-validation-886,886,"['bottle', 'hit', 'open', 'shoe', 'wall']",A boy wearing red shoes drinks water  opening a bottle and hits the wall using the empty bottle to hear the sounds.,"['A boy wearing red shoes drinks water  opening a bottle and hits the wall using the empty bottle to hear the sounds.', 'The man could not open the bottle so the man threw his shoe and it hit the wall.', 'The boy opened the bottle while hitting his shoe into a wall.', 'A person opened a wine bottle by hitting it against the wall in a shoe.']"
common_gen-validation-887,common_gen-validation-887,887,"['car', 'demonstrate', 'drive', 'gear', 'shift']",A teenager demonstrated that he knew how to shift gears while driving a car.,"['A teenager demonstrated that he knew how to shift gears while driving a car.', 'The car salesman demonstrating the  features of the car explained about manual gear shift during the  test drive', 'A man demonstrates how to shift the gears on a manually driven car.']"
common_gen-validation-888,common_gen-validation-888,888,"['beat', 'drum', 'pen', 'sit', 'use']",A boy sat at the table and used a pen to beat on it like a drum.,"['A boy sat at the table and used a pen to beat on it like a drum.', 'The man beat the drum and use his pen to sit and write his music.', 'A boy sits and uses his pen to drum a beat.', 'Someone sits at a desk and uses pens to drum out a beat.']"
common_gen-validation-889,common_gen-validation-889,889,"['bathroom', 'cream', 'head', 'razor', 'shave']",There is shaving cream in the bathroom to help shave grandpa's head with the razor.,"[""There is shaving cream in the bathroom to help shave grandpa's head with the razor."", 'A man in the bathroom uses a cream to shave his head using a razor.', 'Go in the bathroom and use the cream to shave your head with the razor.', 'A woman in a bathroom shaves her head with cream and a razor.']"
common_gen-validation-890,common_gen-validation-890,890,"['explain', 'fold', 'paper', 'piece', 'step']",The teacher explained the steps of how to fold a piece of paper.,"['The teacher explained the steps of how to fold a piece of paper.', 'The steps explained how to fold a piece of paper.', 'The teacher explained the steps to fold the piece of paper.', 'A person seated is folding a piece of paper while explaining the steps.']"
